,T00h,T03h,T06h,T12h,T24h,T48h,T72h
seq1225_[chr5:34411676-34411846],1.751370464,1.603476115,1.679639089,1.673613775,1.530704057,1.53109964,1.391820499
seq1226_[chr5:34548306-34548476],1.552748648,1.500728232,1.838424945,1.642103111,1.570047246,1.361217045,1.373252369
seq1227_[chr5:36744800-36744970],1.786834041,1.678753937,2.005969295,1.683366194,1.661336447,1.531165224,1.363278176
seq1228_[chr5:38725606-38725776],1.883522748,1.871926856,2.152267484,1.851855812,1.738550695,1.683247649,1.565812772
seq1229_[chr5:45060863-45061033],1.594170075,1.668332278,1.874814818,1.729805944,1.571292879,1.34613397,1.295732648
seq123_[chr1:171189929-171190099],1.681866406,1.626767225,1.937297953,1.68713659,1.609120128,1.358319325,1.287282878
seq1230_[chr5:45205791-45205961],1.578059035,1.569299542,1.823362953,1.618404427,1.535846948,1.298954469,1.285509318
seq1231_[chr5:52774467-52774637],1.715350463,1.647841709,1.866517148,1.580581972,1.5128903,1.370276909,1.235942699
seq1232_[chr5:52778749-52778919],1.442131727,1.406320579,1.571203788,1.569888813,1.499982443,1.534512439,1.451365307
seq1233_[chr5:53305749-53305919],1.699974655,1.833520458,2.009555905,1.608858555,1.507382328,1.670232016,1.459112543
seq1234_[chr5:54780496-54780666],2.479942569,2.430496765,2.590133594,2.300276772,2.544854717,2.2549213,1.85444755
seq1235_[chr5:59005280-59005450],1.439059134,1.532047957,1.748683837,1.475624928,1.485780607,1.392884074,1.261368528
seq1236_[chr5:59005651-59005821],1.537284799,1.518502926,1.720490973,1.619276644,1.312383172,1.349121339,1.346406207
seq1237_[chr5:61371042-61371212],2.018306284,1.973300648,2.175271407,2.284315512,2.223033011,2.536136516,1.907849425
seq1238_[chr5:72782403-72782573],1.892935705,1.89986627,2.235334138,1.92206046,1.820466873,1.389725575,1.326135244
seq1239_[chr5:72783215-72783385],1.662759714,1.782266408,1.907298021,1.625531909,1.481419243,1.423779886,1.204045758
seq124_[chr1:175099417-175099587],1.549826874,1.482457923,1.762223195,1.707280855,1.584858262,1.643639141,1.409168459
seq1240_[chr5:72783756-72783926],2.397598749,2.602516891,2.579451958,2.275932927,2.113468747,2.143415003,1.589945341
seq1241_[chr5:75820062-75820232],3.234591251,3.369917161,3.121223634,3.026145442,2.716294749,2.340641803,1.527461037
seq1242_[chr5:77791765-77791935],3.810356505,3.625668426,4.008063709,3.911901045,4.124150187,3.166255739,2.535987508
seq1243_[chr5:81602083-81602253],1.865483715,1.827587905,2.072114602,1.712866301,1.661450547,1.747870582,2.120113536
seq1244_[chr5:86315497-86315667],1.633029514,1.630144746,1.810531608,1.607306556,1.425161852,1.472901637,1.194280653
seq1245_[chr5:87552815-87552985],1.64265126,1.590514428,1.817017474,1.581927587,1.449234515,1.396167172,1.140456481
seq1246_[chr5:89770515-89770685],2.556625023,2.724602771,3.102759516,2.75553756,3.016780319,2.824461161,2.32806454
seq1247_[chr5:92635740-92635910],1.683331479,1.390711428,1.704710686,1.503399117,1.401306375,1.222011225,1.265010404
seq1248_[chr5:93690898-93691068],3.274505285,3.639150713,3.730783426,3.332413463,3.154782479,3.02229112,2.377575945
seq1249_[chr5:96478319-96478489],1.642195235,1.601561236,1.795809891,1.635872496,1.611697437,1.660876815,1.330118205
seq125_[chr1:178235935-178236105],2.085015141,2.107520457,2.466059202,2.092071054,1.932176665,1.636777453,1.458199246
seq1250_[chr5:97992333-97992503],1.428459024,1.50105124,1.694959171,1.477747286,1.426229517,1.241642716,1.551964934
seq1251_[chr5:102201375-102201545],1.60899392,1.508417085,1.610598862,1.492048039,1.588222135,1.643126673,1.482957344
seq1252_[chr5:105420977-105421147],1.750898298,1.792237536,2.004160591,1.806164586,1.549402478,1.28064316,1.255262541
seq1253_[chr5:106314317-106314487],1.403945323,1.47448374,1.688502343,1.990505477,1.515067276,1.549312743,1.42168275
seq1254_[chr5:106847778-106847948],1.769705198,1.597168746,1.85640792,1.597463627,1.515395399,1.556488385,1.185807607
seq1255_[chr5:107008317-107008487],2.231418169,2.436585997,2.751862362,2.455698867,2.500223181,2.460479242,2.141990483
seq1256_[chr5:109515064-109515234],1.552279775,1.601152017,1.775337073,1.50098145,1.455136912,1.392088604,1.172054005
seq1258_[chr5:116095916-116096086],1.594910538,1.556348063,1.831071942,1.647909247,1.395073015,1.469537032,1.350773763
seq1259_[chr5:116109785-116109955],1.5286913,1.675854233,1.848981788,1.626149212,1.527028012,1.46200239,1.247583533
seq126_[chr1:180208799-180208969],1.652264582,1.796492417,1.894625508,1.601971152,1.729505209,1.427085683,1.456867544
seq1260_[chr5:116113726-116113896],2.15514545,2.200264576,2.344393289,2.205506834,2.026239349,1.878954593,1.559885932
seq1262_[chr5:121810075-121810245],3.394687397,3.032625785,3.616027033,2.740792329,2.37059854,1.961105496,1.616166262
seq1263_[chr5:123210525-123210695],1.453479014,1.607962677,1.893763736,1.463084756,1.261928484,1.44507342,1.414882701
seq1264_[chr5:123211397-123211567],1.83133392,1.743536536,1.70746184,1.745405174,1.634590003,1.416280988,1.41201088
seq1265_[chr5:126175219-126175389],2.723717604,2.668916357,2.762415758,2.84353698,2.666416035,2.643122205,2.022502289
seq1266_[chr5:129060420-129060590],1.696371398,1.776939221,1.874274648,1.70177428,1.600445611,1.615298538,1.596352397
seq1267_[chr5:133875683-133875853],2.588924754,2.617960812,2.884249281,2.460528214,2.473504715,2.431869681,1.884563924
seq1268_[chr5:133877535-133877705],1.638149947,1.643120807,1.826080372,1.571391259,1.473209894,1.371951854,1.249217334
seq1269_[chr5:135538474-135538644],2.3295771,2.362887552,2.505083436,2.261442757,2.360347604,2.341064906,1.947481905
seq127_[chr1:181939131-181939301],1.957606844,2.525480127,2.256140727,2.333039659,2.615736777,2.556369949,1.866020727
seq1270_[chr5:138061042-138061212],1.773001711,1.80679517,1.934225834,1.735699845,1.634893789,1.610554658,1.413668428
seq1271_[chr5:138281541-138281711],1.546135873,1.571419823,1.730533384,1.518224962,1.417714077,1.345482165,1.117192866
seq1272_[chr5:138298393-138298563],1.548309087,1.706733918,1.936662067,1.646452463,1.366421059,1.316636653,1.257045172
seq1273_[chr5:138609694-138609864],3.956552206,3.86564932,4.09290191,3.943966566,3.886922891,3.8773348,3.352449084
seq1274_[chr5:140381871-140382041],2.387968011,2.623278537,2.676401533,2.558161707,2.482705449,2.419483582,1.850103792
seq1275_[chr5:141928420-141928590],1.882779715,1.810820518,2.148609553,1.900063356,1.8663385,2.010789688,1.728326533
seq1276_[chr5:141931370-141931540],1.642910795,1.675016529,1.892734995,1.679767821,1.590419917,1.400073119,1.199079508
seq1277_[chr5:142078768-142078938],1.719952361,1.576795298,1.574623798,1.800480067,1.713163127,1.357073499,1.370514587
seq1278_[chr5:142276062-142276232],2.906969062,2.653411223,3.140772422,2.54431227,2.265047777,2.275753234,1.964588145
seq1279_[chr5:142416752-142416922],1.988265443,2.092242453,2.2744168,2.091025795,2.144055172,1.761693371,1.511945853
seq128_[chr1:183372794-183372964],2.216904824,2.179539115,2.451215342,2.222911896,2.32456952,2.359740985,1.728758654
seq1280_[chr5:147248450-147248620],1.754172594,1.610732526,1.879622912,1.447020455,1.580971977,1.416113341,1.182580429
seq1281_[chr5:147253966-147254136],1.617690988,1.65473765,1.938750219,1.57704764,1.499797126,1.429343141,1.235678914
seq1282_[chr5:147254685-147254855],1.788898975,1.878649057,2.041468396,1.873856036,1.851582669,1.776513387,1.442916652
seq1283_[chr5:150767685-150767855],2.996620569,3.046887591,3.163779094,2.831469275,2.729778869,2.539109561,1.77717521
seq1284_[chr5:153465821-153465991],1.651585835,1.652976719,2.012359915,1.686648744,1.511503142,1.414113313,1.541159581
seq1285_[chr5:153570205-153570375],1.704130348,1.5051784,1.888748416,1.473835833,1.779879792,1.444546971,1.66335664
seq1286_[chr5:159471588-159471758],1.618674701,1.723424129,1.883952245,1.468587387,1.634727228,1.632975747,1.374073723
seq1287_[chr5:159714551-159714721],2.07864167,1.951307213,2.183766486,2.091805714,1.897373086,1.857177408,1.755299084
seq1288_[chr5:159904616-159904786],5.321051313,5.048950117,4.878446159,4.431555729,3.517423562,2.988871111,1.966075187
seq1289_[chr5:162757908-162758078],2.161343899,2.175884904,2.626605484,2.088360412,2.24446652,1.774910179,1.584407768
seq129_[chr1:184356080-184356250],2.107049429,2.088048941,2.325329272,2.025059615,2.06364303,1.85499384,1.523305118
seq1290_[chr5:162758309-162758479],1.828000143,1.726829113,1.910773893,1.6844194,1.504636842,1.386105683,1.110677919
seq1291_[chr5:170189244-170189414],3.472716591,3.43521354,4.101121105,3.246997942,3.216208196,2.555896371,2.006002681
seq1292_[chr5:172719390-172719560],2.050000028,1.737638905,2.007850783,1.77849554,1.606027098,1.569369744,1.556761529
seq1293_[chr5:172983462-172983632],1.594126682,1.647997446,1.882524426,1.655748412,1.538541793,1.525969268,1.195217901
seq1294_[chr5:173097268-173097438],3.510515676,3.218715942,3.211473785,2.999023127,2.673973309,1.913102983,1.599788514
seq1295_[chr5:173345208-173345378],1.603663336,1.569784226,1.869602685,1.584213497,1.441245337,1.387642371,1.362689405
seq1296_[chr5:174988244-174988414],2.848913054,2.859859195,3.05339769,2.91547177,2.379439277,1.899150422,1.595098743
seq1297_[chr5:176294033-176294203],2.08196291,2.18677197,2.407066278,2.089345707,2.132137742,2.040758256,1.937246797
seq1298_[chr5:177607433-177607603],1.624455552,1.628600914,1.739993745,1.469421832,1.504635698,1.295158724,1.235790027
seq1299_[chr5:177982856-177983026],1.483689604,1.527889145,1.746233042,1.513628239,1.403309255,1.280214222,1.458351528
seq13_[chr1:10239625-10239795],1.571427316,1.776569757,1.970094836,1.533450118,1.436593466,1.633883639,1.349330968
seq130_[chr1:185881815-185881985],1.830569384,1.83099035,2.017830006,1.706644903,1.574358977,1.517259298,1.277857309
seq1300_[chr5:178771101-178771271],2.105409255,2.063286723,2.45042072,2.287366888,2.247978407,2.081628924,1.905886088
seq1301_[chr6:683978-684148],1.680921391,1.710430904,2.010999949,1.901959419,1.91215445,1.927712273,1.6602294
seq1302_[chr6:3415388-3415558],1.787297285,1.718197046,2.003650487,1.822188282,1.67128622,1.493289373,1.387816907
seq1303_[chr6:3423885-3424055],1.59941911,1.471149352,1.799683865,1.478717663,1.491746432,1.42720364,1.425958948
seq1304_[chr6:7505680-7505850],1.822346316,1.904679058,2.291414723,2.005995895,1.918313891,2.057019975,1.926271312
seq1305_[chr6:10585814-10585984],2.546980046,2.418179993,2.683157413,2.72871909,2.790849823,2.767939592,2.443377766
seq1306_[chr6:11650631-11650801],1.676769471,1.641695477,1.839058249,1.611732913,1.456127713,1.333954745,1.196233744
seq1307_[chr6:13422883-13423053],1.625904352,1.820215004,1.960424603,1.884450481,1.957264906,1.952417886,1.595911122
seq1308_[chr6:14639227-14639397],1.489979099,1.538753666,1.783307745,1.51581033,1.40884002,1.246126718,1.274840645
seq1309_[chr6:14640427-14640597],1.720217874,1.770467415,2.179017257,1.618592515,1.653836226,1.578617767,1.537514108
seq131_[chr1:200017387-200017557],1.536514378,1.45438192,1.62228733,1.545791919,1.395373722,1.455503769,1.360710559
seq1310_[chr6:14785357-14785527],2.616843812,2.755611758,2.705799022,2.236806394,2.440587107,1.699845766,1.701868316
seq1311_[chr6:15895241-15895411],2.242530305,1.972648349,2.355069847,2.115375464,2.188253193,2.329687519,1.839362788
seq1312_[chr6:15912655-15912825],1.594974185,1.598491871,1.805421787,1.591773413,1.694732527,1.433955357,1.288638897
seq1313_[chr6:19312146-19312316],1.539139412,1.585361254,1.737470183,1.655515826,1.392342471,1.433922189,1.30740158
seq1314_[chr6:19312786-19312956],1.829337366,1.719085985,1.91877829,1.869275194,1.902605161,1.639809124,1.413018257
seq1315_[chr6:24400927-24401097],1.715096737,1.794443156,2.06841527,2.111084277,2.094957677,1.611971988,1.541482812
seq1316_[chr6:24403023-24403193],2.269685752,2.274560799,2.51372907,2.258484712,2.419001666,2.31036762,2.252327949
seq1317_[chr6:34099729-34099899],1.752718678,1.704696078,2.006818859,1.645928419,1.509066592,1.477708918,1.252492051
seq1318_[chr6:34992481-34992651],1.638180376,1.766829764,1.99081436,1.825195174,1.906432345,1.810458378,1.492866562
seq1319_[chr6:35181393-35181563],1.98681373,2.146194676,2.322625799,2.227222569,2.187943141,2.169280381,1.638611366
seq132_[chr1:200331580-200331750],1.697655612,1.461962319,1.804328204,1.553320119,1.418257357,1.272996415,1.243282001
seq1320_[chr6:35181843-35182013],1.716027242,1.731296919,1.974386827,1.715033763,1.54317157,1.448830024,1.251585413
seq1321_[chr6:35707688-35707858],1.829237673,1.980609365,2.151467676,1.97396393,1.973218837,1.720207425,1.719008191
seq1322_[chr6:36646350-36646520],2.021919733,2.009468846,2.224587377,2.027581965,2.039046868,2.016680789,1.760982116
seq1323_[chr6:37527907-37528077],1.742879549,1.702914221,1.957834591,1.618311011,1.50433404,1.496637291,1.352251991
seq1324_[chr6:37533465-37533635],1.875069107,1.893857631,2.136287084,1.98744196,1.943786109,2.112695282,1.835830968
seq1325_[chr6:37534162-37534332],1.769967667,1.810275464,1.992156746,1.760836712,1.742115325,1.598486186,1.382994045
seq1326_[chr6:41139597-41139767],1.710621001,1.745947927,1.821406147,1.742144082,1.541857468,1.557071784,1.172508091
seq1327_[chr6:42145844-42146014],2.2060877,2.285051819,2.472986036,2.284268503,2.286503054,2.204943012,1.932037641
seq1328_[chr6:42225429-42225599],2.062541402,1.984518979,2.216438078,1.929910246,2.023549481,1.784318104,1.586078913
seq1329_[chr6:43894898-43895068],1.585266773,1.620681311,1.817706543,1.562461204,1.521502161,1.48422521,1.419563769
seq133_[chr1:201689075-201689245],1.614593353,1.620291863,1.900167142,1.592991099,1.409050788,1.317607634,1.216536659
seq1330_[chr6:44630546-44630716],1.804453583,1.823317203,1.956676988,1.961348149,1.499892433,1.380533696,1.117374464
seq1331_[chr6:49518027-49518197],1.66036296,1.672989718,1.907232654,1.707355598,1.561962853,1.3803224,1.286127291
seq1332_[chr6:49519284-49519454],1.65728534,1.641936469,1.931259223,1.649503992,1.495810387,1.416705262,1.299371824
seq1333_[chr6:57384103-57384273],1.828721483,1.680012919,1.997986007,1.86625101,1.598713211,1.616387997,1.77701341
seq1334_[chr6:63226286-63226456],2.079074849,2.058270379,1.993065405,1.867539205,1.920729526,1.858054235,1.590063518
seq1335_[chr6:65600022-65600192],2.708931041,2.785731059,2.86940237,2.768481161,3.277681107,2.87424764,1.610536062
seq1336_[chr6:68749009-68749179],1.620198562,1.659120159,1.837057497,1.626208511,1.452458667,1.386778327,1.215470184
seq1337_[chr6:69269783-69269953],1.71841433,1.778418928,2.0471024,1.768156086,1.764453794,1.414155516,1.374963398
seq1338_[chr6:74059125-74059295],1.676372671,1.852777383,1.856322845,1.723146105,1.54689075,1.43269169,1.445912647
seq1339_[chr6:86379630-86379800],1.676058945,1.518137411,1.842390915,1.790067535,1.843777435,1.669145808,2.076529596
seq134_[chr1:201706923-201707093],1.548761885,1.549187291,1.62158825,1.560946377,1.539139096,1.45169155,1.269524162
seq1340_[chr6:90193123-90193293],2.640019833,2.534117191,2.717229165,2.47444924,2.430075516,2.427635887,1.950643116
seq1341_[chr6:90211100-90211270],1.655706293,1.651307837,1.752446124,1.583341566,1.450328923,1.374904128,1.332797665
seq1342_[chr6:90377745-90377915],1.762582321,1.578225733,1.972222656,1.503013753,1.389249825,1.360276158,1.239981797
seq1343_[chr6:90399471-90399641],2.256684573,2.423050723,2.475994729,2.278464931,2.089117846,1.791467312,1.64305278
seq1344_[chr6:90529441-90529611],3.903382199,3.78902733,4.113232848,4.181601658,4.395046425,4.379900884,4.204216588
seq1345_[chr6:90928266-90928436],1.489237761,1.591523514,1.772212766,1.651369667,1.655508541,1.508942712,1.516335936
seq1346_[chr6:91204258-91204428],1.646763806,1.753739102,1.787454206,1.698731514,1.554314528,1.416991091,1.301354993
seq1347_[chr6:92008425-92008595],1.646723748,1.758190665,1.753732211,1.851998769,1.453250638,1.239992944,1.486709389
seq1348_[chr6:92147141-92147311],1.74159641,1.68426459,2.005439,1.833083871,1.614527474,1.433594053,1.37133357
seq1349_[chr6:94496318-94496488],1.68142347,1.792253006,1.963648269,1.908080448,1.683643661,1.532375933,1.232245365
seq135_[chr1:201708819-201708989],2.197122997,2.245594841,2.411675881,2.221262103,2.220349855,2.328660058,2.194242603
seq1350_[chr6:98484340-98484510],1.559893482,1.706938869,1.775107396,1.606704075,1.576048435,1.601813395,1.493324972
seq1351_[chr6:98487873-98488043],3.685316579,3.839062158,4.17799959,4.869431614,4.597036928,3.874949879,3.003212785
seq1352_[chr6:102164822-102164992],2.87970339,3.076471688,3.009119969,2.598683636,2.28457878,2.055091865,1.860759297
seq1353_[chr6:109829433-109829603],1.565493503,1.545312529,1.654762347,1.738415921,1.550071918,1.563414287,1.520149803
seq1354_[chr6:114523658-114523828],2.733711664,2.646557062,2.763390467,2.913530442,2.724906928,2.55433315,1.62079759
seq1355_[chr6:114684140-114684310],1.586133721,1.593089055,1.814669921,1.574800118,1.542856338,1.363791162,1.186929592
seq1356_[chr6:118241179-118241349],2.1340455,2.18293464,2.483750479,2.355478089,2.09843289,2.286925702,2.240389072
seq1357_[chr6:126022228-126022398],1.831165732,1.737756341,2.084431002,1.850318015,1.500536165,1.350117917,1.381565185
seq1358_[chr6:126067976-126068146],2.16749138,2.071681381,2.435127109,2.022942563,2.091716471,1.982116609,1.802051293
seq1359_[chr6:126070571-126070741],2.078366493,2.180120775,2.468620143,2.354030319,2.280167153,2.495996695,2.155843666
seq136_[chr1:204273222-204273392],1.502503815,1.528598225,1.613374886,1.465783179,1.392092095,1.298299784,1.432058001
seq1360_[chr6:131831390-131831560],5.630548992,5.920052767,6.471809102,5.995606656,5.58445253,4.232804791,2.756234358
seq1361_[chr6:137278019-137278189],2.701332479,2.864655807,2.763196033,2.479410763,2.218504691,1.826484245,1.68284111
seq1362_[chr6:137278409-137278579],1.659425557,1.579507499,1.829378618,1.553777158,1.459167905,1.29178315,1.190199482
seq1363_[chr6:139688965-139689135],1.736880912,1.695790874,1.948443669,1.676130218,1.67551485,1.547487273,1.298432816
